"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"ICICIBANK","EQ","14-May-2020","338.05","330.00","334.50","325.65","327.50","327.40","328.85","33,999,679","11,180,881,566.00","312,099","8,106,832","23.84"
"ICICIBANK","EQ","15-May-2020","327.40","329.30","330.55","318.80","322.00","322.70","321.66","31,829,841","10,238,396,049.00","358,099","7,401,923","23.25"
"ICICIBANK","EQ","18-May-2020","322.70","320.00","320.50","293.25","300.60","298.50","301.15","74,034,470","22,295,591,955.00","685,127","26,767,293","36.16"
"ICICIBANK","EQ","19-May-2020","298.50","307.05","311.50","297.10","300.80","300.30","303.93","61,828,639","18,791,399,514.25","490,924","17,004,256","27.50"
"ICICIBANK","EQ","20-May-2020","300.30","299.00","308.25","297.50","307.00","305.65","302.96","42,239,472","12,796,973,329.15","348,560","10,626,620","25.16"
"ICICIBANK","EQ","21-May-2020","305.65","306.00","312.80","302.00","304.10","304.40","307.94","43,076,017","13,264,723,233.80","331,641","11,922,114","27.68"
"ICICIBANK","EQ","22-May-2020","304.40","301.00","307.70","285.55","292.40","291.05","292.56","80,359,014","23,509,585,135.70","618,533","28,347,870","35.28"
"ICICIBANK","EQ","26-May-2020","291.05","296.05","297.90","290.00","293.90","292.70","293.60","46,684,636","13,706,479,093.15","395,358","21,277,791","45.58"
"ICICIBANK","EQ","27-May-2020","292.70","296.10","321.95","294.85","318.90","318.85","309.63","80,543,561","24,938,606,377.60","576,076","22,672,214","28.15"
"ICICIBANK","EQ","28-May-2020","318.85","322.25","329.75","320.75","325.75","326.85","325.76","66,136,528","21,544,769,505.05","516,589","22,633,045","34.22"
"ICICIBANK","EQ","29-May-2020","326.85","322.90","334.30","320.00","330.00","331.95","327.02","60,488,688","19,781,024,447.25","411,098","24,938,469","41.23"
"ICICIBANK","EQ","01-Jun-2020","331.95","339.00","348.00","336.20","337.85","339.25","342.99","44,025,817","15,100,281,962.90","379,479","14,279,838","32.44"
"ICICIBANK","EQ","02-Jun-2020","339.25","337.00","350.00","332.50","349.00","348.40","342.85","47,558,564","16,305,388,892.80","373,966","13,546,527","28.48"
"ICICIBANK","EQ","03-Jun-2020","348.40","357.90","373.00","353.80","357.50","356.85","364.19","69,689,849","25,380,087,019.40","565,060","21,005,817","30.14"
"ICICIBANK","EQ","04-Jun-2020","356.85","357.00","363.00","345.50","348.20","347.85","352.31","57,061,955","20,103,482,595.05","426,171","16,454,349","28.84"
"ICICIBANK","EQ","05-Jun-2020","347.85","350.00","360.00","347.00","359.80","357.20","352.85","37,251,290","13,144,122,261.35","284,472","8,065,873","21.65"
"ICICIBANK","EQ","08-Jun-2020","357.20","366.55","373.75","353.15","361.00","359.80","364.08","46,827,650","17,049,070,977.75","391,117","11,947,272","25.51"
"ICICIBANK","EQ","09-Jun-2020","359.80","360.05","369.35","345.25","346.30","348.55","358.88","47,622,914","17,091,016,711.35","349,317","12,332,422","25.90"
"ICICIBANK","EQ","10-Jun-2020","348.55","348.55","356.85","345.30","356.45","353.00","350.18","36,292,503","12,708,994,586.05","274,845","6,812,421","18.77"
"ICICIBANK","EQ","11-Jun-2020","353.00","352.45","354.20","340.10","341.75","341.25","345.99","37,000,065","12,801,503,450.40","303,813","7,245,337","19.58"
"ICICIBANK","EQ","12-Jun-2020","341.25","324.20","346.15","324.10","343.00","344.20","335.33","47,509,639","15,931,308,263.85","354,357","7,794,559","16.41"
"ICICIBANK","EQ","15-Jun-2020","344.20","341.20","342.25","325.50","331.15","331.10","331.04","43,501,834","14,400,917,307.60","366,416","11,346,392","26.08"
"ICICIBANK","EQ","16-Jun-2020","331.10","342.25","347.90","326.05","342.40","342.95","340.09","57,511,276","19,559,192,030.60","394,321","12,708,900","22.10"
"ICICIBANK","EQ","17-Jun-2020","342.95","338.60","351.00","336.10","342.25","341.95","344.29","37,107,569","12,775,830,573.00","289,654","5,808,211","15.65"
"ICICIBANK","EQ","18-Jun-2020","341.95","340.00","354.70","337.20","351.40","352.00","345.65","39,286,577","13,579,324,191.95","292,023","9,308,611","23.69"
"ICICIBANK","EQ","19-Jun-2020","352.00","351.00","365.45","349.20","363.80","363.80","358.50","51,368,058","18,415,478,184.65","372,416","17,230,917","33.54"
"ICICIBANK","EQ","22-Jun-2020","363.80","367.00","375.25","365.15","367.85","367.55","370.66","40,135,946","14,876,915,715.10","309,083","10,268,267","25.58"
"ICICIBANK","EQ","23-Jun-2020","367.55","369.00","378.30","364.20","376.05","376.15","370.40","32,495,431","12,036,276,857.05","271,367","7,304,747","22.48"
"ICICIBANK","EQ","24-Jun-2020","376.15","380.00","380.00","345.00","349.35","348.10","361.91","57,956,306","20,975,015,027.95","483,886","18,003,050","31.06"
"ICICIBANK","EQ","25-Jun-2020","348.10","345.90","355.60","338.50","350.50","351.00","348.84","69,905,394","24,385,685,691.65","474,435","18,395,307","26.31"
"ICICIBANK","EQ","26-Jun-2020","351.00","355.60","358.50","346.10","351.00","349.10","351.33","34,596,718","12,154,960,573.75","284,738","7,597,920","21.96"
"ICICIBANK","EQ","29-Jun-2020","349.10","345.25","345.60","338.50","342.50","343.10","341.61","27,385,252","9,355,210,283.05","265,578","5,988,934","21.87"
"ICICIBANK","EQ","30-Jun-2020","343.10","347.00","354.45","346.30","352.00","351.45","351.65","47,526,205","16,712,652,154.25","325,118","19,112,695","40.22"
"ICICIBANK","EQ","01-Jul-2020","351.45","354.25","365.75","351.60","362.40","364.05","359.56","36,922,717","13,276,046,897.25","306,855","9,466,982","25.64"
"ICICIBANK","EQ","02-Jul-2020","364.05","366.00","370.90","361.35","363.60","362.85","366.80","50,964,872","18,694,105,759.85","305,451","17,514,318","34.37"
"ICICIBANK","EQ","03-Jul-2020","362.85","364.65","367.15","359.80","360.80","361.00","363.13","28,779,331","10,450,640,286.00","208,640","6,423,258","22.32"
"ICICIBANK","EQ","06-Jul-2020","361.00","367.85","367.85","360.50","362.40","361.85","362.93","33,334,119","12,098,052,508.65","259,942","11,196,188","33.59"
"ICICIBANK","EQ","07-Jul-2020","361.85","363.00","378.00","362.10","374.60","376.05","370.97","46,031,349","17,076,408,916.80","338,605","10,677,118","23.20"
"ICICIBANK","EQ","08-Jul-2020","376.05","377.90","379.00","367.55","368.60","368.95","374.60","46,317,703","17,350,791,189.45","334,871","14,484,540","31.27"
"ICICIBANK","EQ","09-Jul-2020","368.95","373.45","376.00","365.30","371.75","370.35","370.37","35,144,717","13,016,722,138.10","252,469","8,606,541","24.49"
"ICICIBANK","EQ","10-Jul-2020","370.35","364.90","368.20","359.00","359.90","360.35","363.19","27,865,749","10,120,560,057.65","280,327","8,968,070","32.18"
"ICICIBANK","EQ","13-Jul-2020","360.35","364.10","367.00","352.50","354.15","353.60","357.86","32,379,950","11,587,642,125.05","230,035","13,678,602","42.24"
"ICICIBANK","EQ","14-Jul-2020","353.60","351.50","352.45","340.60","346.05","345.55","346.56","34,033,233","11,794,606,533.70","297,220","10,734,608","31.54"
"ICICIBANK","EQ","15-Jul-2020","345.55","349.50","356.80","343.75","347.90","345.80","351.27","30,442,572","10,693,660,344.80","222,113","6,818,569","22.40"
"ICICIBANK","EQ","16-Jul-2020","345.80","347.95","348.60","341.00","344.85","344.65","344.69","35,536,953","12,249,319,563.85","220,076","14,030,011","39.48"
"ICICIBANK","EQ","17-Jul-2020","344.65","346.00","356.00","345.45","354.60","353.80","349.78","27,511,987","9,623,202,594.30","200,767","6,064,780","22.04"
"ICICIBANK","EQ","20-Jul-2020","353.80","358.00","366.35","355.25","362.10","363.00","362.86","36,313,319","13,176,547,255.65","267,593","10,180,861","28.04"
"ICICIBANK","EQ","21-Jul-2020","363.00","371.00","379.90","370.05","378.90","378.80","375.06","45,560,259","17,087,957,100.55","360,866","15,145,405","33.24"
"ICICIBANK","EQ","22-Jul-2020","378.80","386.90","389.50","375.30","381.80","381.10","382.03","45,500,596","17,382,728,483.75","319,065","12,983,689","28.54"
"ICICIBANK","EQ","23-Jul-2020","381.10","382.55","395.65","378.85","394.80","392.25","385.46","37,838,253","14,585,160,124.60","269,191","10,344,242","27.34"
"ICICIBANK","EQ","24-Jul-2020","392.25","388.30","388.70","372.15","382.50","381.80","380.82","52,981,627","20,176,721,421.60","386,704","15,454,117","29.17"
"ICICIBANK","EQ","27-Jul-2020","381.80","385.00","385.80","356.60","358.70","358.50","364.96","73,276,759","26,742,957,273.15","730,212","18,112,356","24.72"
"ICICIBANK","EQ","28-Jul-2020","358.50","361.10","362.75","343.20","352.15","352.10","350.53","125,940,299","44,145,352,671.95","703,448","52,797,343","41.92"
"ICICIBANK","EQ","29-Jul-2020","352.10","353.20","357.65","348.20","351.20","351.05","353.98","50,196,627","17,768,804,674.00","350,109","15,775,366","31.43"
"ICICIBANK","EQ","30-Jul-2020","351.05","353.40","354.60","340.40","345.40","344.95","348.04","40,820,799","14,207,448,526.95","321,975","12,176,504","29.83"
"ICICIBANK","EQ","31-Jul-2020","344.95","346.45","353.00","342.05","347.20","346.80","347.26","37,345,608","12,968,752,584.85","274,656","9,020,782","24.15"
"ICICIBANK","EQ","03-Aug-2020","346.80","346.80","349.35","340.50","343.75","343.25","344.30","32,120,023","11,058,835,193.15","252,316","11,210,086","34.90"
"ICICIBANK","EQ","04-Aug-2020","343.25","347.00","353.20","344.20","351.40","351.00","349.14","30,813,885","10,758,370,764.00","236,605","7,494,397","24.32"
"ICICIBANK","EQ","05-Aug-2020","351.00","353.40","360.00","350.75","353.05","352.20","355.51","37,058,091","13,174,683,738.25","270,873","9,526,613","25.71"
"ICICIBANK","EQ","06-Aug-2020","352.20","353.45","363.75","348.60","359.50","358.75","356.51","48,022,799","17,120,669,232.45","321,846","12,060,475","25.11"
"ICICIBANK","EQ","07-Aug-2020","358.75","359.45","359.65","353.15","358.10","357.95","356.90","28,512,323","10,175,988,903.95","203,850","9,793,637","34.35"
"ICICIBANK","EQ","10-Aug-2020","357.95","359.50","364.95","357.35","364.20","363.55","361.27","22,857,226","8,257,731,419.05","208,697","7,841,890","34.31"
"ICICIBANK","EQ","11-Aug-2020","363.55","370.00","374.30","364.05","366.45","367.35","368.66","45,446,756","16,754,604,407.70","361,557","14,728,338","32.41"
"ICICIBANK","EQ","12-Aug-2020","367.35","365.75","368.75","363.75","365.70","366.85","366.65","25,706,440","9,425,281,045.20","183,488","10,314,895","40.13"
"ICICIBANK","EQ","13-Aug-2020","366.85","368.95","372.35","366.25","368.30","368.05","369.11","26,257,725","9,691,912,310.95","173,312","11,609,723","44.21"
"ICICIBANK","EQ","14-Aug-2020","368.05","371.80","371.80","354.20","360.90","361.40","364.56","28,893,922","10,533,625,265.35","190,060","11,016,106","38.13"
"ICICIBANK","EQ","17-Aug-2020","361.40","366.00","366.35","354.35","361.15","360.20","360.04","24,232,602","8,724,593,924.20","221,104","7,646,377","31.55"
"ICICIBANK","EQ","18-Aug-2020","360.20","361.90","370.00","361.60","369.50","369.55","366.20","26,517,539","9,710,688,061.45","187,582","10,401,275","39.22"
"ICICIBANK","EQ","19-Aug-2020","369.55","374.00","375.85","370.40","375.00","374.45","373.90","35,790,626","13,382,056,477.70","247,511","16,034,433","44.80"
"ICICIBANK","EQ","20-Aug-2020","374.45","367.00","369.65","362.60","366.85","367.75","366.62","68,447,536","25,094,086,521.90","329,965","32,200,236","47.04"
"ICICIBANK","EQ","21-Aug-2020","367.75","370.00","373.00","367.05","371.30","371.15","369.72","34,111,143","12,611,404,103.85","197,504","15,829,351","46.41"
"ICICIBANK","EQ","24-Aug-2020","371.15","374.85","381.20","373.85","379.80","380.35","378.04","32,907,517","12,440,457,313.35","248,376","13,172,671","40.03"
"ICICIBANK","EQ","25-Aug-2020","380.35","382.50","389.80","381.40","385.55","386.35","386.44","53,073,080","20,509,325,983.85","338,551","26,307,601","49.57"
"ICICIBANK","EQ","26-Aug-2020","386.35","388.20","391.65","384.20","389.75","389.35","387.83","37,164,029","14,413,442,894.25","215,457","18,319,310","49.29"
"ICICIBANK","EQ","27-Aug-2020","389.35","389.95","397.45","387.60","392.90","392.20","393.77","36,910,773","14,534,338,598.20","240,458","16,190,610","43.86"
"ICICIBANK","EQ","28-Aug-2020","392.20","393.90","411.90","392.90","409.50","409.70","406.65","83,472,448","33,943,933,082.95","521,089","42,771,361","51.24"
"ICICIBANK","EQ","31-Aug-2020","409.70","414.85","422.00","387.50","392.40","394.60","401.80","72,744,912","29,229,201,656.90","469,274","30,657,974","42.14"
"ICICIBANK","EQ","01-Sep-2020","394.60","394.70","399.65","385.30","393.45","390.95","391.80","34,872,816","13,663,087,428.20","249,813","10,825,901","31.04"
"ICICIBANK","EQ","02-Sep-2020","390.95","387.25","394.00","381.10","392.55","392.40","387.78","31,297,334","12,136,448,935.75","234,846","12,908,747","41.25"
"ICICIBANK","EQ","03-Sep-2020","392.40","392.40","392.55","381.05","384.45","382.75","384.76","26,135,711","10,055,946,251.80","231,860","12,256,380","46.90"
"ICICIBANK","EQ","04-Sep-2020","382.75","375.00","379.95","368.35","375.00","372.55","374.12","33,119,184","12,390,572,354.95","291,371","11,175,712","33.74"
"ICICIBANK","EQ","07-Sep-2020","372.55","374.10","376.85","369.00","374.00","373.40","374.02","22,324,954","8,350,016,685.65","246,828","8,548,844","38.29"
"ICICIBANK","EQ","08-Sep-2020","373.40","372.40","381.30","369.15","371.95","375.70","377.09","32,052,949","12,086,970,795.00","212,852","13,602,090","42.44"
"ICICIBANK","EQ","09-Sep-2020","375.70","370.80","372.40","361.90","368.00","367.60","366.51","25,285,243","9,267,228,378.15","214,029","10,437,264","41.28"
"ICICIBANK","EQ","10-Sep-2020","367.60","371.70","375.00","365.45","371.50","370.70","370.91","24,852,406","9,217,926,227.15","192,383","8,369,913","33.68"
"ICICIBANK","EQ","11-Sep-2020","370.70","373.00","373.65","365.10","370.35","370.50","369.18","22,678,883","8,372,655,013.30","209,303","9,382,081","41.37"
"ICICIBANK","EQ","14-Sep-2020","370.50","373.50","373.85","359.35","364.50","363.70","366.59","27,140,811","9,949,611,150.30","231,347","10,625,868","39.15"
"ICICIBANK","EQ","15-Sep-2020","363.70","364.05","372.25","363.70","371.70","371.55","369.26","24,968,263","9,219,855,799.90","243,030","9,326,383","37.35"
"ICICIBANK","EQ","16-Sep-2020","371.55","371.35","376.70","365.00","374.25","374.70","371.33","22,069,463","8,195,133,281.05","224,943","7,471,086","33.85"
"ICICIBANK","EQ","17-Sep-2020","374.70","370.00","371.75","367.40","368.70","369.00","369.26","24,086,056","8,893,920,852.40","182,837","8,617,458","35.78"
"ICICIBANK","EQ","18-Sep-2020","369.00","370.00","374.65","364.55","368.85","369.55","369.94","78,166,940","28,917,300,504.50","218,031","43,865,005","56.12"
"ICICIBANK","EQ","21-Sep-2020","369.55","366.65","367.40","348.50","350.70","350.70","358.11","28,933,176","10,361,222,707.25","260,417","9,269,414","32.04"
"ICICIBANK","EQ","22-Sep-2020","350.70","354.00","356.15","349.50","354.65","354.40","352.58","28,593,294","10,081,468,049.85","237,287","8,172,829","28.58"
"ICICIBANK","EQ","23-Sep-2020","354.40","356.60","357.10","342.45","353.50","351.85","350.50","22,740,367","7,970,539,364.85","212,601","6,633,300","29.17"
"ICICIBANK","EQ","24-Sep-2020","351.85","344.95","346.95","333.75","337.35","335.70","340.19","25,841,151","8,791,003,588.85","292,572","10,288,635","39.81"
"ICICIBANK","EQ","25-Sep-2020","335.70","339.05","350.50","336.60","347.50","348.65","343.58","23,231,692","7,982,054,122.60","209,889","8,171,811","35.18"
"ICICIBANK","EQ","28-Sep-2020","348.65","351.50","363.95","349.10","363.05","363.00","358.81","18,496,082","6,636,486,857.90","157,219","5,526,786","29.88"
"ICICIBANK","EQ","29-Sep-2020","363.00","363.75","363.75","354.25","358.40","357.05","357.53","17,080,960","6,106,889,634.25","167,456","5,546,968","32.47"
"ICICIBANK","EQ","30-Sep-2020","357.05","356.95","357.50","349.35","353.50","354.75","353.03","19,565,088","6,907,130,726.85","166,005","5,238,992","26.78"
"ICICIBANK","EQ","01-Oct-2020","354.75","358.25","371.20","358.25","368.50","369.20","366.80","23,237,126","8,523,359,013.10","190,213","5,430,749","23.37"
"ICICIBANK","EQ","05-Oct-2020","369.20","370.75","382.65","370.75","373.25","373.10","377.32","26,530,162","10,010,396,773.65","234,819","7,979,722","30.08"
"ICICIBANK","EQ","06-Oct-2020","373.10","377.10","381.80","375.10","380.15","380.60","378.19","18,093,629","6,842,867,403.85","164,300","7,053,118","38.98"
"ICICIBANK","EQ","07-Oct-2020","380.60","379.30","384.35","374.10","382.75","382.65","380.28","21,845,796","8,307,410,371.05","176,737","7,005,921","32.07"
"ICICIBANK","EQ","08-Oct-2020","382.65","385.00","389.70","382.65","387.40","387.50","387.33","21,085,576","8,166,997,825.35","190,033","8,280,777","39.27"
"ICICIBANK","EQ","09-Oct-2020","387.50","390.70","403.50","386.90","403.25","401.50","397.57","41,641,261","16,555,382,288.80","297,900","13,094,009","31.44"
"ICICIBANK","EQ","12-Oct-2020","401.50","403.45","410.00","400.70","404.15","404.05","405.53","25,742,604","10,439,288,303.55","218,470","7,683,089","29.85"
"ICICIBANK","EQ","13-Oct-2020","404.05","401.00","401.00","393.50","395.45","396.25","396.16","19,922,840","7,892,605,883.30","195,242","6,378,817","32.02"
"ICICIBANK","EQ","14-Oct-2020","396.25","394.35","409.25","389.00","405.75","406.80","397.13","23,368,688","9,280,337,149.25","190,802","7,433,752","31.81"
"ICICIBANK","EQ","15-Oct-2020","406.80","406.90","409.90","389.15","390.25","391.00","401.71","34,238,713","13,754,038,349.15","303,220","12,021,457","35.11"
"ICICIBANK","EQ","16-Oct-2020","391.00","394.00","401.30","390.50","395.35","396.10","396.07","25,339,477","10,036,168,457.65","204,107","7,797,161","30.77"
"ICICIBANK","EQ","19-Oct-2020","396.10","402.05","418.75","401.15","415.95","417.10","412.72","41,073,000","16,951,637,407.70","417,207","14,082,417","34.29"
"ICICIBANK","EQ","20-Oct-2020","417.10","413.50","416.90","411.00","414.00","414.60","413.84","26,159,021","10,825,531,067.90","237,478","10,139,659","38.76"
"ICICIBANK","EQ","21-Oct-2020","414.60","416.00","428.50","410.30","420.45","420.30","421.02","43,125,095","18,156,387,764.60","345,248","13,728,561","31.83"
"ICICIBANK","EQ","22-Oct-2020","420.30","416.40","419.65","407.65","413.50","412.90","414.13","33,090,057","13,703,602,966.60","274,390","9,861,641","29.80"
"ICICIBANK","EQ","23-Oct-2020","412.90","417.00","420.50","411.75","416.35","416.95","416.03","22,151,465","9,215,759,696.05","176,978","7,079,879","31.96"
"ICICIBANK","EQ","26-Oct-2020","416.95","418.05","419.15","401.45","405.15","404.45","408.54","21,712,470","8,870,352,766.35","199,741","7,444,536","34.29"
"ICICIBANK","EQ","27-Oct-2020","404.45","406.35","412.40","393.25","410.30","409.95","405.58","33,571,188","13,615,710,772.50","273,257","12,258,903","36.52"
"ICICIBANK","EQ","28-Oct-2020","409.95","409.90","409.90","394.80","397.25","396.05","401.11","28,145,199","11,289,190,473.35","241,609","9,877,311","35.09"
"ICICIBANK","EQ","29-Oct-2020","396.05","392.25","402.90","389.65","398.90","399.90","397.52","32,615,570","12,965,370,374.80","265,138","7,697,660","23.60"
"ICICIBANK","EQ","30-Oct-2020","399.90","399.40","402.70","388.05","393.50","392.60","394.86","27,226,359","10,750,638,929.80","234,386","8,917,145","32.75"
"ICICIBANK","EQ","02-Nov-2020","392.60","417.00","422.80","407.00","416.25","417.45","415.04","72,698,777","30,172,555,611.25","554,924","22,997,444","31.63"
"ICICIBANK","EQ","03-Nov-2020","417.45","425.00","446.90","424.20","445.05","443.85","437.14","61,813,071","27,021,175,003.60","533,552","23,631,855","38.23"
"ICICIBANK","EQ","04-Nov-2020","443.85","437.30","442.00","425.30","434.35","437.05","434.52","43,426,662","18,869,733,410.05","379,209","14,612,746","33.65"
"ICICIBANK","EQ","05-Nov-2020","437.05","445.00","446.25","435.60","438.15","438.50","440.07","30,129,938","13,259,394,052.60","310,345","10,834,683","35.96"
"ICICIBANK","EQ","06-Nov-2020","438.50","439.85","444.90","436.20","443.50","442.80","441.21","27,831,424","12,279,614,597.15","214,934","9,236,515","33.19"
"ICICIBANK","EQ","09-Nov-2020","442.80","450.00","464.60","449.00","464.30","462.70","458.27","40,995,422","18,786,823,360.00","308,408","13,743,198","33.52"
"ICICIBANK","EQ","10-Nov-2020","462.70","485.80","487.05","473.00","484.80","483.85","480.20","57,535,138","27,628,288,812.00","491,961","21,822,410","37.93"
"ICICIBANK","EQ","11-Nov-2020","483.85","484.75","490.55","472.10","489.80","486.55","482.89","45,609,279","22,024,273,493.10","360,341","15,935,604","34.94"
"ICICIBANK","EQ","12-Nov-2020","486.55","481.60","483.55","471.35","476.55","476.70","476.98","31,071,572","14,820,446,405.30","269,168","13,450,424","43.29"
"ICICIBANK","EQ","13-Nov-2020","476.70","472.70","487.10","467.55","485.80","485.55","477.61","34,815,091","16,628,205,737.60","267,918","13,625,325","39.14"
"ICICIBANK","EQ","14-Nov-2020","485.55","489.85","489.85","484.65","485.65","486.90","487.84","3,636,073","1,773,832,681.70","58,012","1,096,966","30.17"
"ICICIBANK","EQ","17-Nov-2020","486.90","490.50","493.00","478.15","487.75","486.40","483.82","36,127,378","17,479,176,454.35","347,220","16,932,706","46.87"
"ICICIBANK","EQ","18-Nov-2020","486.40","488.00","499.00","486.25","497.35","497.65","492.94","29,156,543","14,372,430,921.80","261,662","12,537,101","43.00"
"ICICIBANK","EQ","19-Nov-2020","497.65","490.00","493.35","475.80","476.80","478.75","485.46","31,896,908","15,484,659,022.40","273,823","12,828,256","40.22"
"ICICIBANK","EQ","20-Nov-2020","478.75","479.50","483.45","468.10","477.00","480.20","475.91","30,089,190","14,319,885,760.95","277,339","10,793,400","35.87"
"ICICIBANK","EQ","23-Nov-2020","480.20","481.80","483.35","466.50","468.30","468.25","472.40","29,513,544","13,942,254,424.40","303,018","11,243,809","38.10"
"ICICIBANK","EQ","24-Nov-2020","468.25","474.00","480.00","471.20","479.00","478.20","475.60","23,135,994","11,003,541,329.25","240,284","9,426,987","40.75"
"ICICIBANK","EQ","25-Nov-2020","478.20","485.00","489.95","471.10","472.20","472.70","481.71","34,168,305","16,459,158,555.20","309,210","9,933,859","29.07"
"ICICIBANK","EQ","26-Nov-2020","472.70","475.10","477.20","465.80","477.00","475.30","471.79","28,707,911","13,544,230,904.55","279,104","9,365,527","32.62"
"ICICIBANK","EQ","27-Nov-2020","475.30","476.40","479.55","471.30","474.30","473.35","474.84","48,390,771","22,977,710,082.00","223,863","30,805,507","63.66"
"ICICIBANK","EQ","01-Dec-2020","473.35","479.70","488.50","474.30","484.20","485.10","482.37","20,120,049","9,705,403,161.65","186,612","6,933,071","34.46"
"ICICIBANK","EQ","02-Dec-2020","485.10","486.35","487.00","472.20","479.45","480.45","478.74","21,244,707","10,170,623,642.95","220,838","7,404,023","34.85"
"ICICIBANK","EQ","03-Dec-2020","480.45","482.10","485.00","478.85","482.20","481.85","481.92","22,701,738","10,940,364,970.25","192,236","9,765,844","43.02"
"ICICIBANK","EQ","04-Dec-2020","481.85","483.70","504.00","483.00","503.50","502.05","494.94","39,547,014","19,573,338,156.20","301,584","12,699,152","32.11"
