"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"ICICIBANK","EQ","07-May-2019","401.30","398.00","407.35","384.30","386.20","386.50","397.17","41,519,416","16,490,179,115.40","279,913","12,560,621","30.25"
"ICICIBANK","EQ","08-May-2019","386.50","386.30","390.00","380.10","382.40","382.20","384.93","22,509,400","8,664,635,645.50","220,402","8,104,302","36.00"
"ICICIBANK","EQ","09-May-2019","382.20","380.95","385.70","377.55","382.00","381.40","382.09","19,739,885","7,542,390,728.75","252,857","7,510,168","38.05"
"ICICIBANK","EQ","10-May-2019","381.40","383.50","389.20","382.25","383.65","385.10","385.98","18,361,701","7,087,276,209.60","147,926","7,700,101","41.94"
"ICICIBANK","EQ","13-May-2019","385.10","385.00","385.75","375.25","377.40","376.30","380.82","13,828,080","5,266,051,878.70","140,044","5,744,146","41.54"
"ICICIBANK","EQ","14-May-2019","376.30","378.10","386.75","376.50","381.50","380.40","382.41","21,481,226","8,214,663,938.30","181,017","9,813,797","45.69"
"ICICIBANK","EQ","15-May-2019","380.40","382.35","384.50","375.80","376.80","377.05","381.46","16,183,425","6,173,380,127.75","150,965","7,830,233","48.38"
"ICICIBANK","EQ","16-May-2019","377.05","379.00","385.00","377.55","382.95","382.50","380.92","13,430,281","5,115,876,985.60","105,722","6,124,585","45.60"
"ICICIBANK","EQ","17-May-2019","382.50","381.20","392.00","380.75","391.15","389.70","386.58","19,096,980","7,382,538,891.45","215,267","9,504,205","49.77"
"ICICIBANK","EQ","20-May-2019","389.70","405.25","414.00","402.00","408.25","407.70","409.17","33,350,816","13,646,075,945.60","259,299","17,858,206","53.55"
"ICICIBANK","EQ","21-May-2019","407.70","408.60","410.80","397.60","400.30","400.15","404.16","18,286,421","7,390,653,909.15","163,681","8,285,172","45.31"
"ICICIBANK","EQ","22-May-2019","400.15","403.00","408.40","401.55","405.40","405.35","406.02","15,370,847","6,240,850,925.65","158,227","5,697,524","37.07"
"ICICIBANK","EQ","23-May-2019","405.35","414.00","427.95","407.40","411.50","410.85","417.39","43,279,956","18,064,470,981.55","298,790","18,815,234","43.47"
"ICICIBANK","EQ","27-May-2019","431.75","432.25","438.80","429.65","435.05","435.50","433.75","23,397,222","10,148,567,219.20","179,032","9,734,571","41.61"
"ICICIBANK","EQ","28-May-2019","435.50","435.05","439.20","428.10","437.00","434.30","433.06","23,389,724","10,129,200,998.60","186,290","13,518,653","57.80"
"ICICIBANK","EQ","29-May-2019","434.30","428.60","430.45","422.10","423.50","423.30","425.79","22,132,254","9,423,765,484.15","179,051","11,899,915","53.77"
"ICICIBANK","EQ","30-May-2019","423.30","420.85","428.00","419.60","427.95","426.20","424.71","18,281,037","7,764,104,262.10","135,223","9,961,132","54.49"
"ICICIBANK","EQ","31-May-2019","426.20","427.00","430.20","414.30","421.60","423.70","424.04","24,644,955","10,450,423,694.70","244,210","12,780,612","51.86"
"ICICIBANK","EQ","03-Jun-2019","423.70","426.00","426.40","419.60","422.85","422.90","423.15","17,125,380","7,246,549,134.60","224,891","9,558,226","55.81"
"ICICIBANK","EQ","04-Jun-2019","422.90","417.70","422.75","417.50","419.00","419.10","420.00","14,514,451","6,096,070,587.90","113,081","6,162,784","42.46"
"ICICIBANK","EQ","06-Jun-2019","419.10","417.40","417.85","410.35","411.30","411.55","414.37","17,762,399","7,360,203,167.85","157,316","10,147,552","57.13"
"ICICIBANK","EQ","07-Jun-2019","411.55","413.50","418.95","407.90","417.45","416.60","414.74","14,107,696","5,851,027,471.25","147,237","4,487,315","31.81"
"ICICIBANK","EQ","10-Jun-2019","416.60","418.90","422.75","413.00","416.10","416.10","417.03","13,074,522","5,452,431,738.40","148,593","5,308,196","40.60"
"ICICIBANK","EQ","11-Jun-2019","416.10","418.45","423.70","413.05","422.00","421.35","419.85","10,939,138","4,592,812,523.20","111,196","4,402,035","40.24"
"ICICIBANK","EQ","12-Jun-2019","421.35","422.00","422.00","414.80","418.60","418.00","417.27","11,136,959","4,647,163,886.75","96,797","6,062,635","54.44"
"ICICIBANK","EQ","13-Jun-2019","418.00","416.70","422.30","415.30","420.15","419.60","418.62","12,164,077","5,092,118,754.15","126,343","6,873,248","56.50"
"ICICIBANK","EQ","14-Jun-2019","419.60","420.30","422.00","416.10","417.60","417.75","418.86","8,601,256","3,602,745,408.60","114,906","3,354,907","39.00"
"ICICIBANK","EQ","17-Jun-2019","417.75","418.95","419.70","413.15","414.80","414.20","415.63","9,539,802","3,964,982,807.85","83,520","5,031,954","51.75"
"ICICIBANK","EQ","18-Jun-2019","414.20","415.45","426.05","415.10","422.40","422.15","421.58","17,761,348","7,487,788,911.70","167,423","7,976,778","44.09"
"ICICIBANK","EQ","19-Jun-2019","422.15","423.75","426.00","417.35","421.10","419.80","422.34","17,010,384","7,184,114,383.95","160,346","9,449,985","55.55"
"ICICIBANK","EQ","20-Jun-2019","419.80","419.75","434.65","419.00","433.00","433.40","427.74","24,315,929","10,400,898,894.45","234,583","15,283,821","62.86"
"ICICIBANK","EQ","21-Jun-2019","433.40","434.20","435.20","428.85","431.00","430.80","431.95","13,909,654","6,008,334,356.85","112,785","6,871,863","49.40"
"ICICIBANK","EQ","24-Jun-2019","430.80","431.45","433.80","428.20","430.15","429.45","430.92","8,545,999","3,682,615,225.10","121,147","4,603,634","53.87"
"ICICIBANK","EQ","25-Jun-2019","429.45","427.90","434.80","424.60","433.00","433.65","429.37","12,964,387","5,566,569,759.85","109,615","6,170,791","47.60"
"ICICIBANK","EQ","26-Jun-2019","433.65","432.50","440.00","432.50","438.20","438.65","437.59","12,261,068","5,365,262,507.45","110,991","4,587,223","37.41"
"ICICIBANK","EQ","27-Jun-2019","438.65","438.00","443.90","437.60","439.30","440.95","441.05","18,787,957","8,286,503,742.30","112,986","10,038,826","53.43"
"ICICIBANK","EQ","01-Jul-2019","437.10","439.50","442.00","437.70","438.00","439.00","440.52","6,871,979","3,027,269,268.25","81,553","3,111,616","45.28"
"ICICIBANK","EQ","02-Jul-2019","439.00","439.00","440.00","433.60","436.90","436.75","436.41","7,787,303","3,398,464,352.35","108,074","3,459,006","44.42"
"ICICIBANK","EQ","03-Jul-2019","436.75","437.90","440.00","434.20","435.55","435.95","436.58","10,415,896","4,547,375,341.35","124,380","5,950,754","57.13"
"ICICIBANK","EQ","04-Jul-2019","435.95","438.00","441.40","434.10","434.40","436.20","438.41","11,810,688","5,177,940,304.65","112,042","6,524,616","55.24"
"ICICIBANK","EQ","05-Jul-2019","436.20","436.45","439.90","433.20","435.65","436.35","436.79","12,154,330","5,308,871,074.15","95,496","6,010,725","49.45"
"ICICIBANK","EQ","08-Jul-2019","436.35","434.00","435.35","422.00","426.75","425.90","427.70","12,184,946","5,211,553,599.15","121,950","6,069,523","49.81"
"ICICIBANK","EQ","09-Jul-2019","425.90","426.00","429.80","424.65","428.10","428.50","427.87","11,679,067","4,997,093,443.50","134,841","6,371,503","54.55"
"ICICIBANK","EQ","10-Jul-2019","428.50","430.00","432.70","427.20","431.70","430.90","430.21","16,494,282","7,095,953,645.35","140,226","10,927,005","66.25"
"ICICIBANK","EQ","11-Jul-2019","430.90","432.65","432.90","424.80","425.85","426.55","426.97","16,535,185","7,060,047,738.65","181,487","11,039,868","66.77"
"ICICIBANK","EQ","12-Jul-2019","426.55","427.30","433.00","424.00","427.30","427.05","427.77","8,824,728","3,774,992,119.05","96,466","3,773,913","42.77"
"ICICIBANK","EQ","15-Jul-2019","427.05","428.40","428.40","421.60","422.55","422.30","423.79","7,825,336","3,316,303,938.45","89,202","3,997,567","51.08"
"ICICIBANK","EQ","16-Jul-2019","422.30","421.55","430.55","421.55","424.75","424.60","427.13","12,149,205","5,189,289,509.20","145,662","5,917,921","48.71"
"ICICIBANK","EQ","17-Jul-2019","424.60","424.60","427.05","422.50","424.40","424.70","424.69","10,961,022","4,655,039,847.80","122,652","6,468,670","59.02"
"ICICIBANK","EQ","18-Jul-2019","424.70","425.00","425.50","417.50","418.65","418.65","421.30","10,651,654","4,487,535,587.65","116,600","6,648,250","62.42"
"ICICIBANK","EQ","19-Jul-2019","418.65","419.90","420.35","408.50","411.80","410.30","413.12","12,260,757","5,065,177,929.30","192,447","6,974,779","56.89"
"ICICIBANK","EQ","22-Jul-2019","410.30","409.75","412.95","404.25","411.85","411.50","409.91","17,937,246","7,352,709,902.10","145,004","12,152,939","67.75"
"ICICIBANK","EQ","23-Jul-2019","411.50","412.80","416.00","409.75","410.90","411.95","413.88","14,207,080","5,880,090,845.20","148,413","9,025,419","63.53"
"ICICIBANK","EQ","24-Jul-2019","411.95","411.85","411.85","401.70","407.90","408.50","406.86","16,505,930","6,715,646,902.70","172,030","8,841,593","53.57"
"ICICIBANK","EQ","25-Jul-2019","408.50","409.20","413.85","405.30","410.25","409.00","409.00","16,852,479","6,892,665,789.25","170,631","8,194,933","48.63"
"ICICIBANK","EQ","26-Jul-2019","409.00","410.25","419.40","408.55","419.15","415.75","413.72","17,493,739","7,237,591,426.75","170,388","10,243,937","58.56"
"ICICIBANK","EQ","29-Jul-2019","415.75","433.00","435.35","425.30","427.80","429.35","430.36","46,754,670","20,121,277,371.75","440,893","20,179,890","43.16"
"ICICIBANK","EQ","30-Jul-2019","429.35","433.00","438.70","422.75","427.25","425.35","432.02","23,617,273","10,203,148,627.45","233,146","8,474,299","35.88"
"ICICIBANK","EQ","31-Jul-2019","425.35","423.90","430.20","421.20","425.85","424.60","425.24","22,329,888","9,495,605,716.75","194,617","11,963,104","53.57"
"ICICIBANK","EQ","01-Aug-2019","424.60","423.25","426.35","410.65","418.65","417.05","419.10","18,269,866","7,656,815,097.95","193,930","8,001,888","43.80"
"ICICIBANK","EQ","02-Aug-2019","417.05","413.90","417.85","405.50","411.00","410.60","410.35","30,939,803","12,696,139,252.30","243,291","15,946,853","51.54"
"ICICIBANK","EQ","05-Aug-2019","410.60","403.65","406.65","395.75","403.05","402.65","401.22","25,033,370","10,043,943,342.85","242,846","12,532,641","50.06"
"ICICIBANK","EQ","06-Aug-2019","402.65","401.00","411.50","400.90","410.55","410.25","408.32","30,665,326","12,521,214,684.25","301,347","17,482,959","57.01"
"ICICIBANK","EQ","07-Aug-2019","410.25","409.30","415.00","406.30","407.40","408.40","411.55","20,977,349","8,633,243,520.35","154,794","10,553,516","50.31"
"ICICIBANK","EQ","08-Aug-2019","408.40","411.00","416.60","404.15","416.25","414.40","409.14","19,046,657","7,792,706,984.85","154,895","9,871,677","51.83"
"ICICIBANK","EQ","09-Aug-2019","414.40","416.50","422.40","414.50","421.35","420.15","419.14","17,664,017","7,403,662,920.75","127,933","9,303,035","52.67"
"ICICIBANK","EQ","13-Aug-2019","420.15","417.00","421.70","409.15","409.85","410.25","415.92","18,389,104","7,648,346,484.30","221,004","11,105,051","60.39"
"ICICIBANK","EQ","14-Aug-2019","410.25","411.90","422.20","411.25","416.90","417.30","418.24","13,307,755","5,565,883,355.20","147,540","5,689,970","42.76"
"ICICIBANK","EQ","16-Aug-2019","417.30","417.80","420.00","412.10","419.20","418.95","416.36","15,154,141","6,309,578,175.10","162,922","8,287,923","54.69"
"ICICIBANK","EQ","19-Aug-2019","418.95","420.10","427.90","420.10","423.45","423.40","424.67","12,304,262","5,225,224,537.50","122,571","4,820,734","39.18"
"ICICIBANK","EQ","20-Aug-2019","423.40","420.80","423.20","412.50","416.65","416.90","417.39","16,181,488","6,753,998,015.40","163,209","7,787,785","48.13"
"ICICIBANK","EQ","21-Aug-2019","416.90","416.00","418.70","410.55","411.50","412.05","415.25","12,868,183","5,343,457,015.05","134,773","6,483,587","50.38"
"ICICIBANK","EQ","22-Aug-2019","412.05","411.00","412.50","398.00","398.85","399.10","404.13","18,182,520","7,348,057,394.20","190,231","10,095,326","55.52"
"ICICIBANK","EQ","23-Aug-2019","399.10","389.00","403.50","385.80","395.90","395.40","394.27","26,883,695","10,599,558,654.90","308,663","9,028,951","33.59"
"ICICIBANK","EQ","26-Aug-2019","395.40","407.00","414.00","392.85","413.25","411.65","404.34","26,701,988","10,796,549,055.30","212,742","11,705,436","43.84"
"ICICIBANK","EQ","27-Aug-2019","411.65","412.80","420.50","411.25","418.40","418.60","417.06","28,793,372","12,008,603,661.30","266,467","16,792,147","58.32"
"ICICIBANK","EQ","28-Aug-2019","418.60","418.00","418.25","409.70","412.70","412.95","414.46","12,154,347","5,037,546,077.85","170,749","6,401,746","52.67"
"ICICIBANK","EQ","29-Aug-2019","412.95","409.90","410.80","399.35","406.30","404.40","404.32","30,331,105","12,263,525,189.50","197,252","19,467,390","64.18"
"ICICIBANK","EQ","30-Aug-2019","404.40","406.50","412.85","402.65","411.35","409.65","407.42","18,314,194","7,461,525,667.65","225,177","8,383,640","45.78"
"ICICIBANK","EQ","03-Sep-2019","409.65","405.05","406.40","391.05","391.85","392.15","396.27","20,194,305","8,002,458,000.20","220,712","8,629,337","42.73"
"ICICIBANK","EQ","04-Sep-2019","392.15","391.00","399.65","389.90","397.95","397.50","395.72","18,614,965","7,366,389,453.35","168,152","6,849,937","36.80"
"ICICIBANK","EQ","05-Sep-2019","397.50","389.55","394.00","388.00","388.60","389.00","390.76","25,022,673","9,777,946,780.00","271,033","10,561,678","42.21"
"ICICIBANK","EQ","06-Sep-2019","389.00","391.00","394.50","389.20","392.05","391.35","392.00","17,564,286","6,885,227,550.90","161,875","8,599,090","48.96"
"ICICIBANK","EQ","09-Sep-2019","391.35","393.00","400.40","389.10","395.85","395.45","396.17","18,651,819","7,389,247,021.80","165,225","7,818,289","41.92"
"ICICIBANK","EQ","11-Sep-2019","395.45","394.90","399.00","393.35","394.20","394.60","395.79","17,463,978","6,912,074,095.80","157,848","9,473,831","54.25"
"ICICIBANK","EQ","12-Sep-2019","394.60","399.65","407.20","399.65","402.60","402.70","404.39","19,577,114","7,916,740,655.05","166,914","7,253,189","37.05"
"ICICIBANK","EQ","13-Sep-2019","402.70","406.80","414.90","400.65","413.70","413.40","407.77","17,775,449","7,248,327,670.75","152,585","4,747,206","26.71"
"ICICIBANK","EQ","16-Sep-2019","413.40","408.50","415.65","406.75","411.50","412.15","412.22","17,629,622","7,267,226,167.75","136,395","6,544,757","37.12"
"ICICIBANK","EQ","17-Sep-2019","412.15","405.85","411.90","398.30","400.25","400.65","406.05","20,793,363","8,443,079,215.90","196,466","8,782,238","42.24"
"ICICIBANK","EQ","18-Sep-2019","400.65","405.45","405.45","396.50","399.25","399.35","400.63","18,477,377","7,402,558,812.75","196,466","7,366,217","39.87"
"ICICIBANK","EQ","19-Sep-2019","399.35","395.70","395.70","384.35","386.30","386.60","388.74","22,647,508","8,803,902,969.25","211,345","8,096,537","35.75"
"ICICIBANK","EQ","20-Sep-2019","386.60","389.00","424.00","386.65","415.75","417.50","411.80","75,217,723","30,974,402,469.65","481,110","38,738,965","51.50"
"ICICIBANK","EQ","23-Sep-2019","417.50","435.80","450.00","428.45","442.00","446.30","441.55","57,490,445","25,384,929,545.35","453,079","29,892,467","52.00"
"ICICIBANK","EQ","24-Sep-2019","446.30","441.50","448.65","433.35","441.00","440.90","439.43","26,639,931","11,706,341,826.85","234,931","11,330,556","42.53"
"ICICIBANK","EQ","25-Sep-2019","440.90","439.10","440.95","429.60","434.80","434.20","434.35","19,987,241","8,681,434,244.45","203,698","9,323,965","46.65"
"ICICIBANK","EQ","26-Sep-2019","434.20","439.00","458.65","438.55","451.70","451.95","449.49","40,909,369","18,388,443,640.45","271,788","15,647,192","38.25"
"ICICIBANK","EQ","27-Sep-2019","451.95","449.50","451.85","443.30","450.00","449.20","447.40","19,432,963","8,694,402,092.25","173,588","7,690,698","39.58"
"ICICIBANK","EQ","30-Sep-2019","449.20","443.30","445.15","431.00","433.80","433.70","436.05","27,524,660","12,002,099,399.10","206,835","13,111,901","47.64"
"ICICIBANK","EQ","01-Oct-2019","433.70","436.95","443.20","416.70","425.60","424.60","431.03","30,623,906","13,199,943,609.75","264,954","11,218,749","36.63"
"ICICIBANK","EQ","03-Oct-2019","424.60","424.00","434.60","422.30","427.50","427.30","428.76","23,275,379","9,979,609,655.10","205,747","9,379,526","40.30"
"ICICIBANK","EQ","04-Oct-2019","427.30","428.50","429.30","412.05","413.10","413.90","420.96","17,952,697","7,557,412,589.50","170,246","4,716,245","26.27"
"ICICIBANK","EQ","07-Oct-2019","413.90","415.10","423.50","411.50","416.10","416.10","418.29","21,933,703","9,174,623,042.80","151,810","8,495,585","38.73"
"ICICIBANK","EQ","09-Oct-2019","416.10","420.25","438.40","417.10","436.50","436.70","428.51","34,533,981","14,798,267,533.70","204,220","14,852,469","43.01"
"ICICIBANK","EQ","10-Oct-2019","436.70","430.00","431.50","420.50","424.50","423.70","424.80","19,074,005","8,102,611,371.10","164,265","7,680,646","40.27"
"ICICIBANK","EQ","11-Oct-2019","423.70","427.95","433.25","422.10","427.90","428.55","428.28","18,004,922","7,711,124,795.75","172,683","4,231,714","23.50"
"ICICIBANK","EQ","14-Oct-2019","428.55","430.00","436.40","426.00","427.60","428.85","431.06","17,211,042","7,419,058,636.85","143,230","6,892,214","40.05"
"ICICIBANK","EQ","15-Oct-2019","428.85","430.00","435.45","428.20","432.20","431.85","431.73","14,971,985","6,463,881,606.95","134,995","6,091,322","40.68"
"ICICIBANK","EQ","16-Oct-2019","431.85","434.50","439.50","431.15","435.80","435.30","435.67","17,833,051","7,769,251,555.70","161,578","7,258,697","40.70"
"ICICIBANK","EQ","17-Oct-2019","435.30","436.00","443.35","433.70","440.75","440.60","438.80","12,452,421","5,464,134,193.00","133,501","3,907,584","31.38"
"ICICIBANK","EQ","18-Oct-2019","440.60","437.70","443.70","435.25","437.10","437.80","438.89","15,988,455","7,017,206,607.20","123,664","6,675,835","41.75"
"ICICIBANK","EQ","22-Oct-2019","437.80","440.50","458.70","437.55","451.75","451.15","451.14","34,966,169","15,774,471,226.10","290,446","13,093,450","37.45"
"ICICIBANK","EQ","23-Oct-2019","451.15","452.00","459.00","448.20","456.35","455.10","455.16","25,196,183","11,468,295,250.55","340,998","11,332,291","44.98"
"ICICIBANK","EQ","24-Oct-2019","455.10","457.40","459.00","451.00","455.50","454.75","454.66","23,542,540","10,703,831,743.30","261,128","12,429,939","52.80"
"ICICIBANK","EQ","25-Oct-2019","454.75","457.70","470.65","454.40","469.20","469.10","463.16","34,397,573","15,931,420,717.20","253,652","15,782,658","45.88"
"ICICIBANK","EQ","27-Oct-2019","469.10","471.00","473.50","465.00","467.80","469.55","469.07","8,207,818","3,850,009,414.10","70,202","1,819,147","22.16"
"ICICIBANK","EQ","29-Oct-2019","469.55","470.20","482.00","466.85","476.00","477.40","475.14","33,686,172","16,005,584,352.00","303,796","16,701,932","49.58"
"ICICIBANK","EQ","30-Oct-2019","477.40","479.00","479.00","470.00","470.65","471.15","472.46","22,396,012","10,581,202,220.65","263,757","12,394,312","55.34"
"ICICIBANK","EQ","31-Oct-2019","471.15","475.00","476.75","461.30","463.95","463.05","469.53","21,198,377","9,953,360,561.35","238,072","9,326,921","44.00"
"ICICIBANK","EQ","01-Nov-2019","463.05","466.65","466.95","460.50","462.90","462.25","463.86","13,522,994","6,272,808,818.10","117,030","5,349,819","39.56"
"ICICIBANK","EQ","04-Nov-2019","462.25","463.00","472.30","463.00","471.00","470.50","469.22","16,254,715","7,627,042,745.75","153,946","6,586,892","40.52"
"ICICIBANK","EQ","05-Nov-2019","470.50","472.10","474.00","466.90","468.25","468.35","469.45","14,952,189","7,019,324,502.65","180,825","6,869,713","45.94"
"ICICIBANK","EQ","06-Nov-2019","468.35","467.15","483.90","464.75","480.00","480.70","476.27","24,922,680","11,870,020,810.65","172,963","8,688,984","34.86"
"ICICIBANK","EQ","07-Nov-2019","480.70","483.00","483.00","475.65","479.60","478.55","478.37","18,312,032","8,759,957,484.05","194,335","7,243,848","39.56"
"ICICIBANK","EQ","08-Nov-2019","478.55","480.75","496.00","480.30","490.00","489.45","489.55","52,207,121","25,558,194,807.45","371,240","27,653,242","52.97"
"ICICIBANK","EQ","11-Nov-2019","489.45","488.00","499.00","484.60","497.25","496.80","492.53","24,766,065","12,197,944,597.85","223,652","13,055,922","52.72"
"ICICIBANK","EQ","13-Nov-2019","496.80","496.80","497.50","483.30","487.00","485.75","491.56","24,272,664","11,931,577,536.55","227,547","14,606,392","60.18"
"ICICIBANK","EQ","14-Nov-2019","485.75","489.75","499.85","483.75","498.05","498.65","492.98","35,396,276","17,449,708,738.00","270,076","15,449,568","43.65"
"ICICIBANK","EQ","15-Nov-2019","498.65","497.85","509.70","496.00","498.85","499.85","503.80","42,074,833","21,197,467,232.25","276,592","20,055,878","47.67"
"ICICIBANK","EQ","18-Nov-2019","499.85","498.75","504.45","496.65","499.00","498.35","499.88","22,910,109","11,452,220,256.20","261,393","11,964,029","52.22"
"ICICIBANK","EQ","19-Nov-2019","498.35","497.95","502.00","489.85","494.30","493.50","496.24","27,939,336","13,864,492,100.70","258,229","15,122,061","54.12"
"ICICIBANK","EQ","20-Nov-2019","493.50","495.20","498.00","492.50","494.85","495.00","495.21","22,606,112","11,194,744,009.15","251,166","13,932,612","61.63"
"ICICIBANK","EQ","21-Nov-2019","495.00","498.10","503.80","491.25","499.00","498.25","498.95","25,745,594","12,845,846,675.85","208,747","13,897,302","53.98"
"ICICIBANK","EQ","22-Nov-2019","498.25","501.10","501.75","492.15","497.65","496.80","497.43","18,462,401","9,183,724,341.85","195,716","10,452,380","56.61"
"ICICIBANK","EQ","25-Nov-2019","496.80","492.00","500.00","491.55","498.45","497.80","496.19","25,692,878","12,748,604,394.30","200,426","14,678,060","57.13"
"ICICIBANK","EQ","26-Nov-2019","497.80","501.80","517.55","501.00","513.00","510.70","509.65","286,857,658","146,195,891,796.85","675,515","232,530,747","81.06"
"ICICIBANK","EQ","27-Nov-2019","510.70","513.90","515.85","504.30","506.75","505.50","507.71","29,866,539","15,163,592,466.20","223,934","12,303,926","41.20"
"ICICIBANK","EQ","28-Nov-2019","505.50","509.55","520.00","508.00","518.10","519.15","516.26","35,706,498","18,434,010,957.45","258,541","18,166,145","50.88"
"ICICIBANK","EQ","29-Nov-2019","519.15","516.00","516.50","510.30","512.50","512.60","512.91","13,324,549","6,834,329,288.75","156,866","7,160,610","53.74"
"ICICIBANK","EQ","02-Dec-2019","512.60","513.45","514.00","507.25","510.95","510.90","510.43","10,130,049","5,170,711,728.45","112,295","4,711,290","46.51"
"ICICIBANK","EQ","03-Dec-2019","510.90","509.75","511.25","504.65","510.75","509.35","507.72","12,795,657","6,496,632,779.45","137,052","6,718,664","52.51"
"ICICIBANK","EQ","04-Dec-2019","509.35","510.00","531.35","509.30","528.80","529.25","522.50","30,992,538","16,193,581,500.85","274,793","10,171,522","32.82"
"ICICIBANK","EQ","05-Dec-2019","529.25","532.55","537.50","526.05","527.45","528.10","531.71","32,354,118","17,202,849,521.50","248,830","10,590,736","32.73"
"ICICIBANK","EQ","06-Dec-2019","528.10","530.05","533.50","521.65","525.25","524.80","527.84","24,868,376","13,126,497,459.60","160,717","13,091,355","52.64"
"ICICIBANK","EQ","09-Dec-2019","524.80","524.05","529.30","522.20","526.85","526.50","526.92","12,980,877","6,839,909,549.75","133,385","6,172,726","47.55"
"ICICIBANK","EQ","10-Dec-2019","526.50","526.05","530.25","524.70","529.75","528.70","527.90","12,021,443","6,346,126,632.05","126,317","4,723,088","39.29"
"ICICIBANK","EQ","11-Dec-2019","528.70","530.60","535.20","527.20","533.65","533.55","532.37","13,768,156","7,329,724,633.25","138,036","5,370,612","39.01"
"ICICIBANK","EQ","12-Dec-2019","533.55","534.85","537.10","529.80","535.50","535.35","533.64","12,385,216","6,609,242,990.40","122,835","4,916,002","39.69"
"ICICIBANK","EQ","13-Dec-2019","535.35","537.90","542.80","535.70","537.10","537.05","538.50","17,884,861","9,630,966,597.50","149,844","8,833,067","49.39"
