"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"ICICIBANK","EQ","19-Dec-2022","902.00","908.00","910.60","901.15","906.95","906.45","905.59","7,015,083","6,352,814,383.75","171,206","4,360,753","62.16"
"ICICIBANK","EQ","20-Dec-2022","906.45","906.00","912.45","895.70","910.30","909.70","902.50","6,384,331","5,761,875,439.25","170,377","3,753,703","58.80"
"ICICIBANK","EQ","21-Dec-2022","909.70","910.25","915.85","887.00","893.60","892.25","899.25","11,341,147","10,198,507,174.85","204,493","7,060,069","62.25"
"ICICIBANK","EQ","22-Dec-2022","892.25","900.50","903.85","886.35","890.40","890.65","891.61","9,788,367","8,727,387,624.60","193,085","5,677,336","58.00"
"ICICIBANK","EQ","23-Dec-2022","890.65","883.05","889.65","875.30","877.60","878.90","882.07","11,059,215","9,754,983,095.10","212,266","6,606,945","59.74"
"ICICIBANK","EQ","26-Dec-2022","878.90","881.10","897.00","875.25","893.50","893.20","886.90","6,943,159","6,157,893,509.20","164,660","3,797,589","54.70"
"ICICIBANK","EQ","27-Dec-2022","893.20","897.70","902.75","888.20","902.40","900.65","894.77","4,994,381","4,468,825,838.65","140,858","2,362,626","47.31"
"ICICIBANK","EQ","28-Dec-2022","900.65","896.00","903.95","895.80","898.55","898.95","900.03","8,980,300","8,082,499,124.05","172,803","5,711,195","63.60"
"ICICIBANK","EQ","29-Dec-2022","898.95","897.90","923.35","889.35","908.00","908.05","901.32","11,994,220","10,810,676,472.85","185,537","8,493,964","70.82"
"ICICIBANK","EQ","30-Dec-2022","908.05","908.50","908.50","888.55","892.95","890.85","895.26","9,688,527","8,673,718,142.55","171,992","6,662,775","68.77"
"ICICIBANK","EQ","02-Jan-2023","890.85","894.00","907.00","894.00","902.90","902.45","902.29","4,315,403","3,893,736,998.30","111,275","1,686,057","39.07"
"ICICIBANK","EQ","03-Jan-2023","902.45","898.50","905.95","896.75","902.25","901.35","901.33","5,846,855","5,269,963,293.45","143,214","3,301,312","56.46"
"ICICIBANK","EQ","04-Jan-2023","901.35","899.00","907.90","894.80","897.65","899.10","900.40","12,454,582","11,214,098,871.85","190,863","8,832,116","70.91"
"ICICIBANK","EQ","05-Jan-2023","899.10","900.90","903.00","872.00","878.70","879.15","882.76","16,547,196","14,607,251,958.95","315,266","11,944,691","72.19"
"ICICIBANK","EQ","06-Jan-2023","879.15","878.95","878.95","860.50","870.50","870.10","867.75","14,804,613","12,846,729,988.40","348,623","10,880,703","73.50"
"ICICIBANK","EQ","09-Jan-2023","870.10","874.25","878.75","862.30","872.60","873.35","871.82","16,811,853","14,656,950,878.55","327,857","11,603,423","69.02"
"ICICIBANK","EQ","10-Jan-2023","873.35","875.40","878.40","856.60","862.95","861.35","864.58","13,470,142","11,646,033,495.35","215,543","9,812,958","72.85"
"ICICIBANK","EQ","11-Jan-2023","861.35","862.90","870.85","854.85","864.80","866.30","864.28","15,558,460","13,446,933,979.35","197,478","11,163,263","71.75"
"ICICIBANK","EQ","12-Jan-2023","866.30","865.50","869.35","854.95","862.75","860.65","859.42","16,659,001","14,317,157,904.20","259,039","11,768,553","70.64"
"ICICIBANK","EQ","13-Jan-2023","860.65","864.70","874.90","858.30","871.00","873.45","866.61","11,223,103","9,726,068,090.25","225,250","7,017,342","62.53"
"ICICIBANK","EQ","16-Jan-2023","873.45","877.25","877.45","861.05","865.00","865.25","868.11","8,319,812","7,222,529,787.90","159,291","5,208,807","62.61"
"ICICIBANK","EQ","17-Jan-2023","865.25","866.95","867.95","858.10","867.00","865.15","863.24","12,624,859","10,898,250,398.60","196,226","8,830,415","69.94"
"ICICIBANK","EQ","18-Jan-2023","865.15","864.45","872.00","858.65","870.25","869.50","866.74","11,313,898","9,806,232,660.85","211,640","7,787,299","68.83"
"ICICIBANK","EQ","19-Jan-2023","869.50","868.00","870.55","862.00","865.10","866.15","865.90","6,694,679","5,796,899,732.40","147,146","4,427,953","66.14"
"ICICIBANK","EQ","20-Jan-2023","866.15","873.50","876.50","865.55","871.65","870.35","870.69","8,127,162","7,076,227,350.10","164,516","4,395,392","54.08"
"ICICIBANK","EQ","23-Jan-2023","870.35","882.00","883.30","864.60","869.60","871.70","873.36","16,882,379","14,744,434,016.05","330,840","9,919,200","58.75"
"ICICIBANK","EQ","24-Jan-2023","871.70","879.00","881.70","868.00","871.95","870.75","873.20","11,504,090","10,045,411,021.55","242,240","8,244,152","71.66"
"ICICIBANK","EQ","25-Jan-2023","870.75","873.30","876.80","848.00","856.50","855.30","857.85","14,918,485","12,797,796,474.70","339,880","9,429,007","63.20"
"ICICIBANK","EQ","27-Jan-2023","855.30","839.15","843.00","813.10","818.25","817.20","823.50","39,718,683","32,708,502,959.15","533,517","30,454,164","76.67"
"ICICIBANK","EQ","30-Jan-2023","817.20","800.00","826.25","796.00","824.45","823.50","812.34","36,301,441","29,489,195,521.90","448,334","24,551,150","67.63"
